Entity_Name,Year,Quarter,Type,Registered_User,State
patna,2019,2,District,1076012,bihar
muzaffarpur,2019,2,District,353459,bihar
purbi champaran,2019,2,District,292711,bihar
gaya,2019,2,District,281107,bihar
samastipur,2019,2,District,234046,bihar
darbhanga,2019,2,District,232722,bihar
saran,2019,2,District,230068,bihar
pashchim champaran,2019,2,District,227901,bihar
madhubani,2019,2,District,226202,bihar
bhagalpur,2019,2,District,223725,bihar
800001,2019,3,Pincode,194197,bihar
800006,2019,3,Pincode,131686,bihar
800020,2019,3,Pincode,117437,bihar
845401,2019,3,Pincode,85543,bihar
845438,2019,3,Pincode,68041,bihar
823001,2019,3,Pincode,65720,bihar
842001,2019,3,Pincode,58919,bihar
801503,2019,3,Pincode,56571,bihar
812001,2019,3,Pincode,55738,bihar
802301,2019,3,Pincode,55612,bihar
patna,2019,3,District,1180262,bihar
muzaffarpur,2019,3,District,396343,bihar
purbi champaran,2019,3,District,330361,bihar
gaya,2019,3,District,315649,bihar
samastipur,2019,3,District,262875,bihar
darbhanga,2019,3,District,262421,bihar
saran,2019,3,District,260966,bihar
pashchim champaran,2019,3,District,256491,bihar
madhubani,2019,3,District,255761,bihar
bhagalpur,2019,3,District,249214,bihar
800001,2019,4,Pincode,210421,bihar
800006,2019,4,Pincode,141267,bihar
800020,2019,4,Pincode,126595,bihar
845401,2019,4,Pincode,95162,bihar
845438,2019,4,Pincode,76410,bihar
823001,2019,4,Pincode,71999,bihar
842001,2019,4,Pincode,64740,bihar
801503,2019,4,Pincode,61692,bihar
802301,2019,4,Pincode,61027,bihar
812001,2019,4,Pincode,60690,bihar
patna,2019,4,District,1289426,bihar
muzaffarpur,2019,4,District,445815,bihar
purbi champaran,2019,4,District,378861,bihar
gaya,2019,4,District,356225,bihar
samastipur,2019,4,District,297942,bihar
saran,2019,4,District,297022,bihar
darbhanga,2019,4,District,296008,bihar
pashchim champaran,2019,4,District,293867,bihar
madhubani,2019,4,District,291613,bihar
bhagalpur,2019,4,District,279580,bihar
800001,2020,1,Pincode,226061,bihar
800006,2020,1,Pincode,149937,bihar
800020,2020,1,Pincode,135524,bihar
845401,2020,1,Pincode,105308,bihar
845438,2020,1,Pincode,85599,bihar
823001,2020,1,Pincode,78258,bihar
842001,2020,1,Pincode,70891,bihar
801503,2020,1,Pincode,66952,bihar
846004,2020,1,Pincode,66311,bihar
802301,2020,1,Pincode,66179,bihar
patna,2020,1,District,1397342,bihar
muzaffarpur,2020,1,District,498548,bihar
purbi champaran,2020,1,District,431458,bihar
gaya,2020,1,District,398678,bihar
saran,2020,1,District,335039,bihar
samastipur,2020,1,District,334935,bihar
pashchim champaran,2020,1,District,334931,bihar
darbhanga,2020,1,District,332707,bihar
madhubani,2020,1,District,328630,bihar
vaishali,2020,1,District,312949,bihar
800001,2020,2,Pincode,239180,bihar
800006,2020,2,Pincode,156697,bihar
800020,2020,2,Pincode,143564,bihar
845401,2020,2,Pincode,116500,bihar
845438,2020,2,Pincode,95794,bihar
823001,2020,2,Pincode,84238,bihar
842001,2020,2,Pincode,76881,bihar
801503,2020,2,Pincode,72440,bihar
846004,2020,2,Pincode,72384,bihar
802301,2020,2,Pincode,71937,bihar
patna,2020,2,District,1506233,bihar
muzaffarpur,2020,2,District,558435,bihar
purbi champaran,2020,2,District,505364,bihar
gaya,2020,2,District,447895,bihar
pashchim champaran,2020,2,District,390547,bihar
samastipur,2020,2,District,381913,bihar
saran,2020,2,District,381281,bihar
darbhanga,2020,2,District,379555,bihar
madhubani,2020,2,District,379217,bihar
bhagalpur,2020,2,District,352316,bihar
800001,2020,3,Pincode,254577,bihar
800006,2020,3,Pincode,165587,bihar
800020,2020,3,Pincode,153436,bihar
845401,2020,3,Pincode,128397,bihar
845438,2020,3,Pincode,105491,bihar
823001,2020,3,Pincode,91491,bihar
842001,2020,3,Pincode,83156,bihar
846004,2020,3,Pincode,79075,bihar
801503,2020,3,Pincode,78835,bihar
802301,2020,3,Pincode,77893,bihar
patna,2020,3,District,1625305,bihar
muzaffarpur,2020,3,District,617383,bihar
purbi champaran,2020,3,District,570592,bihar
gaya,2020,3,District,493207,bihar
pashchim champaran,2020,3,District,435319,bihar
madhubani,2020,3,District,425154,bihar
saran,2020,3,District,424821,bihar
samastipur,2020,3,District,424696,bihar
darbhanga,2020,3,District,424611,bihar
vaishali,2020,3,District,391002,bihar
800001,2020,4,Pincode,271953,bihar
800006,2020,4,Pincode,176286,bihar
800020,2020,4,Pincode,164391,bihar
845401,2020,4,Pincode,139691,bihar
845438,2020,4,Pincode,114907,bihar
823001,2020,4,Pincode,98986,bihar
842001,2020,4,Pincode,89605,bihar
846004,2020,4,Pincode,85920,bihar
801503,2020,4,Pincode,85326,bihar
802301,2020,4,Pincode,84588,bihar
patna,2020,4,District,1752007,bihar
muzaffarpur,2020,4,District,673397,bihar
purbi champaran,2020,4,District,627214,bihar
gaya,2020,4,District,538319,bihar
pashchim champaran,2020,4,District,476717,bihar
saran,2020,4,District,467918,bihar
madhubani,2020,4,District,467849,bihar
darbhanga,2020,4,District,467317,bihar
samastipur,2020,4,District,466536,bihar
bhagalpur,2020,4,District,428157,bihar
800001,2021,1,Pincode,291064,bihar
800006,2021,1,Pincode,188807,bihar
800020,2021,1,Pincode,176118,bihar
845401,2021,1,Pincode,151249,bihar
845438,2021,1,Pincode,124418,bihar
823001,2021,1,Pincode,106623,bihar
842001,2021,1,Pincode,96473,bihar
846004,2021,1,Pincode,92791,bihar
801503,2021,1,Pincode,91718,bihar
802301,2021,1,Pincode,91053,bihar
patna,2021,1,District,1881439,bihar
muzaffarpur,2021,1,District,728384,bihar
purbi champaran,2021,1,District,681660,bihar
gaya,2021,1,District,581376,bihar
pashchim champaran,2021,1,District,517219,bihar
saran,2021,1,District,507177,bihar
darbhanga,2021,1,District,506381,bihar
madhubani,2021,1,District,506293,bihar
samastipur,2021,1,District,505806,bihar
vaishali,2021,1,District,463655,bihar
800001,2021,2,Pincode,310396,bihar
800006,2021,2,Pincode,201509,bihar
800020,2021,2,Pincode,187797,bihar
845401,2021,2,Pincode,162194,bihar
845438,2021,2,Pincode,133423,bihar
823001,2021,2,Pincode,113959,bihar
842001,2021,2,Pincode,103177,bihar
846004,2021,2,Pincode,99223,bihar
801503,2021,2,Pincode,98037,bihar
802301,2021,2,Pincode,97433,bihar
patna,2021,2,District,2010353,bihar
muzaffarpur,2021,2,District,781251,bihar
purbi champaran,2021,2,District,733817,bihar
gaya,2021,2,District,624010,bihar
pashchim champaran,2021,2,District,556408,bihar
saran,2021,2,District,544975,bihar
samastipur,2021,2,District,543782,bihar
darbhanga,2021,2,District,543496,bihar
madhubani,2021,2,District,543493,bihar
vaishali,2021,2,District,497933,bihar
800001,2021,3,Pincode,331994,bihar
800006,2021,3,Pincode,215907,bihar
800020,2021,3,Pincode,200899,bihar
845401,2021,3,Pincode,174765,bihar
845438,2021,3,Pincode,143642,bihar
823001,2021,3,Pincode,122153,bihar
842001,2021,3,Pincode,110719,bihar
846004,2021,3,Pincode,106541,bihar
801503,2021,3,Pincode,105096,bihar
802301,2021,3,Pincode,104690,bihar
patna,2021,3,District,2156402,bihar
muzaffarpur,2021,3,District,842701,bihar
purbi champaran,2021,3,District,794120,bihar
gaya,2021,3,District,673356,bihar
pashchim champaran,2021,3,District,602251,bihar
saran,2021,3,District,588276,bihar
madhubani,2021,3,District,587337,bihar
samastipur,2021,3,District,586990,bihar
darbhanga,2021,3,District,586251,bihar
vaishali,2021,3,District,536933,bihar
800001,2021,4,Pincode,354049,bihar
800006,2021,4,Pincode,230673,bihar
800020,2021,4,Pincode,214343,bihar
845401,2021,4,Pincode,187426,bihar
845438,2021,4,Pincode,154094,bihar
823001,2021,4,Pincode,130535,bihar
842001,2021,4,Pincode,118411,bihar
846004,2021,4,Pincode,113937,bihar
801503,2021,4,Pincode,112216,bihar
802301,2021,4,Pincode,112066,bihar
patna,2021,4,District,2303852,bihar
muzaffarpur,2021,4,District,903775,bihar
purbi champaran,2021,4,District,853893,bihar
gaya,2021,4,District,721905,bihar
pashchim champaran,2021,4,District,647450,bihar
saran,2021,4,District,631469,bihar
samastipur,2021,4,District,630218,bihar
madhubani,2021,4,District,629986,bihar
darbhanga,2021,4,District,628529,bihar
vaishali,2021,4,District,576156,bihar
800001,2022,1,Pincode,374585,bihar
800006,2022,1,Pincode,244496,bihar
800020,2022,1,Pincode,226982,bihar
845401,2022,1,Pincode,199667,bihar
845438,2022,1,Pincode,164043,bihar
823001,2022,1,Pincode,138345,bihar
842001,2022,1,Pincode,125613,bihar
846004,2022,1,Pincode,120989,bihar
802301,2022,1,Pincode,119021,bihar
801503,2022,1,Pincode,118829,bihar
patna,2022,1,District,2443356,bihar
muzaffarpur,2022,1,District,962924,bihar
purbi champaran,2022,1,District,912427,bihar
gaya,2022,1,District,769265,bihar
pashchim champaran,2022,1,District,692182,bihar
saran,2022,1,District,673849,bihar
samastipur,2022,1,District,672508,bihar
madhubani,2022,1,District,672303,bihar
darbhanga,2022,1,District,669850,bihar
vaishali,2022,1,District,614159,bihar
800001,2022,2,Pincode,394289,bihar
800006,2022,2,Pincode,257919,bihar
800020,2022,2,Pincode,239192,bihar
845401,2022,2,Pincode,211280,bihar
845438,2022,2,Pincode,173688,bihar
823001,2022,2,Pincode,145953,bihar
842001,2022,2,Pincode,132578,bihar
846004,2022,2,Pincode,127805,bihar
802301,2022,2,Pincode,125702,bihar
801503,2022,2,Pincode,125223,bihar
patna,2022,2,District,2577123,bihar
muzaffarpur,2022,2,District,1018560,bihar
purbi champaran,2022,2,District,967838,bihar
gaya,2022,2,District,814180,bihar
pashchim champaran,2022,2,District,734476,bihar
saran,2022,2,District,714109,bihar
samastipur,2022,2,District,712626,bihar
madhubani,2022,2,District,711897,bihar
darbhanga,2022,2,District,708828,bihar
vaishali,2022,2,District,650319,bihar
800001,2022,3,Pincode,414926,bihar
800006,2022,3,Pincode,272017,bihar
800020,2022,3,Pincode,251896,bihar
845401,2022,3,Pincode,223461,bihar
845438,2022,3,Pincode,183758,bihar
823001,2022,3,Pincode,153810,bihar
842001,2022,3,Pincode,139844,bihar
846004,2022,3,Pincode,134888,bihar
802301,2022,3,Pincode,132748,bihar
801503,2022,3,Pincode,131911,bihar
patna,2022,3,District,2716533,bihar
muzaffarpur,2022,3,District,1077200,bihar
purbi champaran,2022,3,District,1025772,bihar
gaya,2022,3,District,859903,bihar
pashchim champaran,2022,3,District,777977,bihar
saran,2022,3,District,756293,bihar
samastipur,2022,3,District,754322,bihar
madhubani,2022,3,District,753153,bihar
darbhanga,2022,3,District,749430,bihar
vaishali,2022,3,District,688248,bihar
800001,2022,4,Pincode,435858,bihar
800006,2022,4,Pincode,286403,bihar
800020,2022,4,Pincode,264853,bihar
845401,2022,4,Pincode,235479,bihar
845438,2022,4,Pincode,193467,bihar
823001,2022,4,Pincode,161778,bihar
842001,2022,4,Pincode,147230,bihar
846004,2022,4,Pincode,142051,bihar
802301,2022,4,Pincode,139772,bihar
801503,2022,4,Pincode,138639,bihar
patna,2022,4,District,2854738,bihar
muzaffarpur,2022,4,District,1132096,bihar
purbi champaran,2022,4,District,1079466,bihar
gaya,2022,4,District,902593,bihar
pashchim champaran,2022,4,District,817644,bihar
saran,2022,4,District,795553,bihar
samastipur,2022,4,District,793296,bihar
madhubani,2022,4,District,790218,bihar
darbhanga,2022,4,District,787306,bihar
vaishali,2022,4,District,723338,bihar
160101,2018,1,Pincode,11805,chandigarh
160002,2018,1,Pincode,10228,chandigarh
160036,2018,1,Pincode,9118,chandigarh
160047,2018,1,Pincode,8701,chandigarh
160022,2018,1,Pincode,7205,chandigarh
160014,2018,1,Pincode,5082,chandigarh
160015,2018,1,Pincode,3791,chandigarh
160030,2018,1,Pincode,3568,chandigarh
160019,2018,1,Pincode,3384,chandigarh
160020,2018,1,Pincode,3161,chandigarh
chandigarh,2018,1,District,86268,chandigarh
160101,2018,2,Pincode,15846,chandigarh
160002,2018,2,Pincode,13532,chandigarh
160036,2018,2,Pincode,12172,chandigarh
160047,2018,2,Pincode,11636,chandigarh
160022,2018,2,Pincode,9558,chandigarh
160014,2018,2,Pincode,7019,chandigarh
160015,2018,2,Pincode,4883,chandigarh
160030,2018,2,Pincode,4840,chandigarh
160019,2018,2,Pincode,4407,chandigarh
160020,2018,2,Pincode,4165,chandigarh
chandigarh,2018,2,District,115219,chandigarh
160101,2018,3,Pincode,19810,chandigarh
160002,2018,3,Pincode,16929,chandigarh
160036,2018,3,Pincode,15103,chandigarh
160047,2018,3,Pincode,14492,chandigarh
160022,2018,3,Pincode,11963,chandigarh
160014,2018,3,Pincode,8884,chandigarh
160015,2018,3,Pincode,6087,chandigarh
160030,2018,3,Pincode,5895,chandigarh
160019,2018,3,Pincode,5610,chandigarh
160020,2018,3,Pincode,5211,chandigarh
chandigarh,2018,3,District,143893,chandigarh
160101,2018,4,Pincode,24670,chandigarh
160002,2018,4,Pincode,21350,chandigarh
160036,2018,4,Pincode,18721,chandigarh
160047,2018,4,Pincode,17732,chandigarh
160022,2018,4,Pincode,14640,chandigarh
160014,2018,4,Pincode,11285,chandigarh
160015,2018,4,Pincode,7435,chandigarh
160030,2018,4,Pincode,7194,chandigarh
160019,2018,4,Pincode,6759,chandigarh
160020,2018,4,Pincode,6374,chandigarh
chandigarh,2018,4,District,177747,chandigarh
160101,2019,1,Pincode,29177,chandigarh
160002,2019,1,Pincode,25286,chandigarh
160036,2019,1,Pincode,22093,chandigarh
160047,2019,1,Pincode,20696,chandigarh
160022,2019,1,Pincode,17171,chandigarh
160014,2019,1,Pincode,13548,chandigarh
160015,2019,1,Pincode,8582,chandigarh
160030,2019,1,Pincode,8239,chandigarh
160019,2019,1,Pincode,7885,chandigarh
160020,2019,1,Pincode,7361,chandigarh
chandigarh,2019,1,District,209175,chandigarh
160101,2019,2,Pincode,33226,chandigarh
160002,2019,2,Pincode,28840,chandigarh
160036,2019,2,Pincode,25318,chandigarh
160047,2019,2,Pincode,23915,chandigarh
160022,2019,2,Pincode,19707,chandigarh
160014,2019,2,Pincode,15583,chandigarh
160015,2019,2,Pincode,9647,chandigarh
160030,2019,2,Pincode,9337,chandigarh
160011,2019,2,Pincode,8964,chandigarh
160019,2019,2,Pincode,8898,chandigarh
chandigarh,2019,2,District,240439,chandigarh
160101,2019,3,Pincode,36777,chandigarh
160002,2019,3,Pincode,31994,chandigarh
160036,2019,3,Pincode,28167,chandigarh
160047,2019,3,Pincode,26498,chandigarh
160022,2019,3,Pincode,21892,chandigarh
160014,2019,3,Pincode,17435,chandigarh
160011,2019,3,Pincode,10735,chandigarh
160015,2019,3,Pincode,10628,chandigarh
160030,2019,3,Pincode,10239,chandigarh
160019,2019,3,Pincode,9821,chandigarh
chandigarh,2019,3,District,267337,chandigarh
160101,2019,4,Pincode,39986,chandigarh
160002,2019,4,Pincode,34899,chandigarh
160036,2019,4,Pincode,30449,chandigarh
160047,2019,4,Pincode,28715,chandigarh
160022,2019,4,Pincode,23574,chandigarh
160014,2019,4,Pincode,19040,chandigarh
160011,2019,4,Pincode,11692,chandigarh
160015,2019,4,Pincode,11476,chandigarh
160030,2019,4,Pincode,10959,chandigarh
160019,2019,4,Pincode,10540,chandigarh
chandigarh,2019,4,District,289590,chandigarh
160101,2020,1,Pincode,43456,chandigarh
160002,2020,1,Pincode,37722,chandigarh
160036,2020,1,Pincode,33042,chandigarh
160047,2020,1,Pincode,31101,chandigarh
160022,2020,1,Pincode,25119,chandigarh
160014,2020,1,Pincode,21073,chandigarh
160011,2020,1,Pincode,12511,chandigarh
160015,2020,1,Pincode,12196,chandigarh
160030,2020,1,Pincode,11732,chandigarh
160019,2020,1,Pincode,11241,chandigarh
chandigarh,2020,1,District,312887,chandigarh
160101,2020,2,Pincode,47100,chandigarh
160002,2020,2,Pincode,40795,chandigarh
160036,2020,2,Pincode,35489,chandigarh
160047,2020,2,Pincode,33566,chandigarh
160022,2020,2,Pincode,26409,chandigarh
160014,2020,2,Pincode,23291,chandigarh
160011,2020,2,Pincode,13058,chandigarh
160015,2020,2,Pincode,12817,chandigarh
160030,2020,2,Pincode,12456,chandigarh
160019,2020,2,Pincode,11973,chandigarh
chandigarh,2020,2,District,336351,chandigarh
160101,2020,3,Pincode,50901,chandigarh
160002,2020,3,Pincode,44149,chandigarh
160036,2020,3,Pincode,38339,chandigarh
160047,2020,3,Pincode,36323,chandigarh
160022,2020,3,Pincode,28178,chandigarh
160014,2020,3,Pincode,25601,chandigarh
160015,2020,3,Pincode,13598,chandigarh
160011,2020,3,Pincode,13532,chandigarh
160030,2020,3,Pincode,13346,chandigarh
160019,2020,3,Pincode,12815,chandigarh
chandigarh,2020,3,District,362588,chandigarh
160101,2020,4,Pincode,55221,chandigarh
160002,2020,4,Pincode,47806,chandigarh
160036,2020,4,Pincode,41473,chandigarh
160047,2020,4,Pincode,39470,chandigarh
160022,2020,4,Pincode,30329,chandigarh
160014,2020,4,Pincode,27809,chandigarh
160015,2020,4,Pincode,14608,chandigarh
160030,2020,4,Pincode,14336,chandigarh
160011,2020,4,Pincode,14092,chandigarh
160019,2020,4,Pincode,13806,chandigarh
chandigarh,2020,4,District,391402,chandigarh
160101,2021,1,Pincode,59366,chandigarh
160002,2021,1,Pincode,51384,chandigarh
160036,2021,1,Pincode,44518,chandigarh
160047,2021,1,Pincode,42473,chandigarh
160022,2021,1,Pincode,32441,chandigarh
160014,2021,1,Pincode,29983,chandigarh
160015,2021,1,Pincode,15642,chandigarh
160030,2021,1,Pincode,15357,chandigarh
160011,2021,1,Pincode,14949,chandigarh
160019,2021,1,Pincode,14773,chandigarh
chandigarh,2021,1,District,419998,chandigarh
160101,2021,2,Pincode,63492,chandigarh
160002,2021,2,Pincode,54973,chandigarh
160036,2021,2,Pincode,47535,chandigarh
160047,2021,2,Pincode,45337,chandigarh
160022,2021,2,Pincode,34573,chandigarh
160014,2021,2,Pincode,32068,chandigarh
160015,2021,2,Pincode,16673,chandigarh
160030,2021,2,Pincode,16402,chandigarh
160011,2021,2,Pincode,15925,chandigarh
160019,2021,2,Pincode,15784,chandigarh
chandigarh,2021,2,District,448572,chandigarh
160101,2021,3,Pincode,68033,chandigarh
160002,2021,3,Pincode,58992,chandigarh
160036,2021,3,Pincode,50920,chandigarh
160047,2021,3,Pincode,48505,chandigarh
160022,2021,3,Pincode,36978,chandigarh
160014,2021,3,Pincode,34469,chandigarh
160015,2021,3,Pincode,17785,chandigarh
160030,2021,3,Pincode,17596,chandigarh
160011,2021,3,Pincode,16987,chandigarh
160019,2021,3,Pincode,16871,chandigarh
chandigarh,2021,3,District,480463,chandigarh
160101,2021,4,Pincode,72637,chandigarh
160002,2021,4,Pincode,62969,chandigarh
160036,2021,4,Pincode,54223,chandigarh
160047,2021,4,Pincode,51660,chandigarh
160022,2021,4,Pincode,39282,chandigarh
160014,2021,4,Pincode,36857,chandigarh
160015,2021,4,Pincode,18899,chandigarh
160030,2021,4,Pincode,18735,chandigarh
160011,2021,4,Pincode,18061,chandigarh
160019,2021,4,Pincode,17944,chandigarh
chandigarh,2021,4,District,512092,chandigarh
160101,2022,1,Pincode,76960,chandigarh
160002,2022,1,Pincode,66680,chandigarh
160036,2022,1,Pincode,57265,chandigarh
160047,2022,1,Pincode,54598,chandigarh
160022,2022,1,Pincode,41445,chandigarh
160014,2022,1,Pincode,39045,chandigarh
160015,2022,1,Pincode,19940,chandigarh
160030,2022,1,Pincode,19799,chandigarh
160011,2022,1,Pincode,19085,chandigarh
160019,2022,1,Pincode,18943,chandigarh
chandigarh,2022,1,District,541549,chandigarh
160101,2022,2,Pincode,81030,chandigarh
160002,2022,2,Pincode,70202,chandigarh
160036,2022,2,Pincode,60207,chandigarh
160047,2022,2,Pincode,57439,chandigarh
160022,2022,2,Pincode,43479,chandigarh
160014,2022,2,Pincode,41121,chandigarh
160015,2022,2,Pincode,20944,chandigarh
160030,2022,2,Pincode,20822,chandigarh
160011,2022,2,Pincode,20043,chandigarh
160019,2022,2,Pincode,19907,chandigarh
chandigarh,2022,2,District,569582,chandigarh
160101,2022,3,Pincode,85368,chandigarh
160002,2022,3,Pincode,73870,chandigarh
160036,2022,3,Pincode,63231,chandigarh
160047,2022,3,Pincode,60295,chandigarh
160022,2022,3,Pincode,45609,chandigarh
160014,2022,3,Pincode,43314,chandigarh
160015,2022,3,Pincode,21953,chandigarh
160030,2022,3,Pincode,21889,chandigarh
160011,2022,3,Pincode,21003,chandigarh
160019,2022,3,Pincode,20886,chandigarh
chandigarh,2022,3,District,598698,chandigarh
160101,2022,4,Pincode,89650,chandigarh
160002,2022,4,Pincode,77592,chandigarh
160036,2022,4,Pincode,66174,chandigarh
160047,2022,4,Pincode,63191,chandigarh
160022,2022,4,Pincode,47654,chandigarh
160014,2022,4,Pincode,45488,chandigarh
160015,2022,4,Pincode,22959,chandigarh
160030,2022,4,Pincode,22922,chandigarh
160011,2022,4,Pincode,22005,chandigarh
160019,2022,4,Pincode,21875,chandigarh
chandigarh,2022,4,District,627563,chandigarh
492001,2018,1,Pincode,33697,chhattisgarh
495001,2018,1,Pincode,31414,chhattisgarh
497001,2018,1,Pincode,17641,chhattisgarh
491001,2018,1,Pincode,16037,chhattisgarh
496005,2018,1,Pincode,14858,chhattisgarh
490023,2018,1,Pincode,14149,chhattisgarh
490006,2018,1,Pincode,13820,chhattisgarh
491441,2018,1,Pincode,13502,chhattisgarh
492009,2018,1,Pincode,12380,chhattisgarh
495450,2018,1,Pincode,11340,chhattisgarh
raipur,2018,1,District,135308,chhattisgarh
durg,2018,1,District,91516,chhattisgarh
bilaspur,2018,1,District,68704,chhattisgarh
raigarh,2018,1,District,51628,chhattisgarh
janjgir champa,2018,1,District,42297,chhattisgarh
korba,2018,1,District,39075,chhattisgarh
rajnandgaon,2018,1,District,26295,chhattisgarh
surguja,2018,1,District,22001,chhattisgarh
baloda bazar,2018,1,District,21747,chhattisgarh
mahasamund,2018,1,District,19608,chhattisgarh
492001,2018,2,Pincode,46075,chhattisgarh
495001,2018,2,Pincode,42241,chhattisgarh
497001,2018,2,Pincode,24183,chhattisgarh
491001,2018,2,Pincode,21986,chhattisgarh
496005,2018,2,Pincode,20104,chhattisgarh
490023,2018,2,Pincode,19029,chhattisgarh
491441,2018,2,Pincode,18770,chhattisgarh
490006,2018,2,Pincode,18260,chhattisgarh
492009,2018,2,Pincode,16914,chhattisgarh
495450,2018,2,Pincode,15410,chhattisgarh
raipur,2018,2,District,185747,chhattisgarh
durg,2018,2,District,124515,chhattisgarh
bilaspur,2018,2,District,94888,chhattisgarh
raigarh,2018,2,District,70970,chhattisgarh
janjgir champa,2018,2,District,60185,chhattisgarh
korba,2018,2,District,54105,chhattisgarh
rajnandgaon,2018,2,District,38120,chhattisgarh
baloda bazar,2018,2,District,32314,chhattisgarh
surguja,2018,2,District,30374,chhattisgarh
mahasamund,2018,2,District,28208,chhattisgarh
492001,2018,3,Pincode,56931,chhattisgarh
495001,2018,3,Pincode,51338,chhattisgarh
497001,2018,3,Pincode,31248,chhattisgarh
491001,2018,3,Pincode,26913,chhattisgarh
496005,2018,3,Pincode,24939,chhattisgarh
491441,2018,3,Pincode,23726,chhattisgarh
490023,2018,3,Pincode,22719,chhattisgarh
490006,2018,3,Pincode,21320,chhattisgarh
492009,2018,3,Pincode,20833,chhattisgarh
495450,2018,3,Pincode,19323,chhattisgarh
raipur,2018,3,District,231146,chhattisgarh
durg,2018,3,District,150753,chhattisgarh
bilaspur,2018,3,District,119415,chhattisgarh
raigarh,2018,3,District,89911,chhattisgarh
janjgir champa,2018,3,District,77834,chhattisgarh
korba,2018,3,District,68746,chhattisgarh
rajnandgaon,2018,3,District,50271,chhattisgarh
baloda bazar,2018,3,District,43335,chhattisgarh
surguja,2018,3,District,40025,chhattisgarh
mahasamund,2018,3,District,36628,chhattisgarh
492001,2018,4,Pincode,70803,chhattisgarh
495001,2018,4,Pincode,63849,chhattisgarh
497001,2018,4,Pincode,39828,chhattisgarh
491001,2018,4,Pincode,33311,chhattisgarh
496005,2018,4,Pincode,31493,chhattisgarh
491441,2018,4,Pincode,29687,chhattisgarh
490023,2018,4,Pincode,27817,chhattisgarh
492009,2018,4,Pincode,26001,chhattisgarh
490006,2018,4,Pincode,25695,chhattisgarh
495450,2018,4,Pincode,24526,chhattisgarh
raipur,2018,4,District,289198,chhattisgarh
durg,2018,4,District,185746,chhattisgarh
bilaspur,2018,4,District,153972,chhattisgarh
raigarh,2018,4,District,116785,chhattisgarh
janjgir champa,2018,4,District,107156,chhattisgarh
korba,2018,4,District,88680,chhattisgarh
rajnandgaon,2018,4,District,64828,chhattisgarh
baloda bazar,2018,4,District,60270,chhattisgarh
surguja,2018,4,District,51776,chhattisgarh
mahasamund,2018,4,District,47626,chhattisgarh
492001,2019,1,Pincode,86083,chhattisgarh
495001,2019,1,Pincode,75175,chhattisgarh
497001,2019,1,Pincode,47425,chhattisgarh
491001,2019,1,Pincode,40489,chhattisgarh
496005,2019,1,Pincode,37229,chhattisgarh
491441,2019,1,Pincode,35384,chhattisgarh
490023,2019,1,Pincode,33849,chhattisgarh
492009,2019,1,Pincode,32208,chhattisgarh
490006,2019,1,Pincode,30575,chhattisgarh
495450,2019,1,Pincode,28696,chhattisgarh
raipur,2019,1,District,351495,chhattisgarh
durg,2019,1,District,224058,chhattisgarh
bilaspur,2019,1,District,184636,chhattisgarh
raigarh,2019,1,District,139059,chhattisgarh
janjgir champa,2019,1,District,130114,chhattisgarh
korba,2019,1,District,105570,chhattisgarh
rajnandgaon,2019,1,District,78320,chhattisgarh
baloda bazar,2019,1,District,73454,chhattisgarh
surguja,2019,1,District,62300,chhattisgarh
mahasamund,2019,1,District,56953,chhattisgarh
492001,2019,2,Pincode,101202,chhattisgarh
495001,2019,2,Pincode,83752,chhattisgarh
497001,2019,2,Pincode,53805,chhattisgarh
491001,2019,2,Pincode,47000,chhattisgarh
496005,2019,2,Pincode,41612,chhattisgarh
491441,2019,2,Pincode,40731,chhattisgarh
490023,2019,2,Pincode,38778,chhattisgarh
492009,2019,2,Pincode,37269,chhattisgarh
490006,2019,2,Pincode,34533,chhattisgarh
495450,2019,2,Pincode,31991,chhattisgarh
raipur,2019,2,District,405792,chhattisgarh
durg,2019,2,District,257557,chhattisgarh
bilaspur,2019,2,District,209039,chhattisgarh
raigarh,2019,2,District,156178,chhattisgarh
janjgir champa,2019,2,District,147327,chhattisgarh
korba,2019,2,District,119540,chhattisgarh
rajnandgaon,2019,2,District,91198,chhattisgarh
baloda bazar,2019,2,District,84458,chhattisgarh
surguja,2019,2,District,71076,chhattisgarh
mahasamund,2019,2,District,65492,chhattisgarh
492001,2019,3,Pincode,114627,chhattisgarh
495001,2019,3,Pincode,91881,chhattisgarh
497001,2019,3,Pincode,60207,chhattisgarh
491001,2019,3,Pincode,53426,chhattisgarh
496005,2019,3,Pincode,45607,chhattisgarh
491441,2019,3,Pincode,45344,chhattisgarh
490023,2019,3,Pincode,43443,chhattisgarh
492009,2019,3,Pincode,41984,chhattisgarh
490006,2019,3,Pincode,38436,chhattisgarh
495450,2019,3,Pincode,35125,chhattisgarh
raipur,2019,3,District,455785,chhattisgarh
durg,2019,3,District,289803,chhattisgarh
bilaspur,2019,3,District,230364,chhattisgarh
raigarh,2019,3,District,170447,chhattisgarh
janjgir champa,2019,3,District,161232,chhattisgarh
korba,2019,3,District,131850,chhattisgarh
rajnandgaon,2019,3,District,101617,chhattisgarh
baloda bazar,2019,3,District,93416,chhattisgarh
surguja,2019,3,District,79170,chhattisgarh
mahasamund,2019,3,District,72039,chhattisgarh
492001,2019,4,Pincode,126984,chhattisgarh
495001,2019,4,Pincode,101245,chhattisgarh
497001,2019,4,Pincode,67647,chhattisgarh
